# アメブロ検索: 対応表(スプシ)では決められない記事の例外指定
#
# 1行1指定。タブ区切り。# から行末はコメント。
#   theme  <ブログ>/<テーマ番号>  <メンバー番号>   そのテーマの記事をこの人のものにする
#   theme  <ブログ>/<テーマ番号>  -                そのテーマは取り込まない(取り込み済みは消す)
#   entry  <記事番号>             <メンバー番号>   その記事をこの人のものにする
#   entry  <記事番号>             -                その記事は取り込まない(取り込み済みは消す)
#
# テーマ全体が1人に対応するなら、ここではなく SNSスプシの ameblo_g 行に書く(そちらが本筋)。
# ここに書くのは、スプシの仕組みでは表せないものだけ。

# ── Lovendor（田中れいな以外はハロプロのメンバーではないので取り込まない） ──
entry	12958108503	150	# 2026-02-28 このあと18時から#ハロプロソロフェス2026 ☺︎小野瑞歩
entry	12957577056	150	# 2026-02-22 #つばきデビュー9周年 ☺︎小野瑞歩
entry	12957362954	156	# 2026-02-20 かわいい豫風瑠乃
entry	12954589050	155	# 2026-01-25 わーい！　福田真琳
entry	12953433480	153	# 2026-01-14 どこどこ？河西結心
entry	12951365935	153	# 2025-12-26 プレゼント河西結心
entry	12950830781	156	# 2025-12-21 こんにちは、18 豫風瑠乃
entry	12950093304	156	# 2025-12-14 ⊂(ᴖ ̫ᴖ  )⊃ 豫風瑠乃
entry	12949663111	155	# 2025-12-10 さっむ　福田真琳
entry	12949011695	155	# 2025-12-04 ことしももちろん！　福田真琳
entry	12947902743	155	# 2025-11-24 くやしぃ、、、　福田真琳
entry	12945937111	155	# 2025-11-15 台北　　福田真琳
entry	12942795817	153	# 2025-11-02 質問！河西結心
entry	12942587948	150	# 2025-11-01 #美味しそうに撮れたごはん☺︎小野瑞歩
entry	12942586090	156	# 2025-11-01 豫風瑠乃
entry	12933041840	155	# 2025-09-24 収録ー！！　福田真琳
entry	12931466094	153	# 2025-09-19 ててて！TV 西桂町　河西結心
entry	12921090556	153	# 2025-08-05 暑い〜河西結心
entry	12918854171	155	# 2025-07-26 家族と　福田真琳
entry	12918652516	153	# 2025-07-25 冷うまグル麺！河西結心
entry	12917705727	153	# 2025-07-20 大阪ハロ！コン河西結心
entry	12915770413	155	# 2025-07-10 しゃき！　福田真琳
entry	12915139932	156	# 2025-07-07 四葉 豫風瑠乃
entry	12914351528	155	# 2025-07-03 べんきょ！　福田真琳
entry	12909236629	153	# 2025-06-08 お話会ありがとう！河西結心
entry	12906269297	156	# 2025-05-26 だいばーーーー！！ 豫風瑠乃
entry	12903836851	156	# 2025-05-17 きぶんぶんぶーん 豫風瑠乃
entry	12898554309	156	# 2025-04-29 10周年 豫風瑠乃
entry	12891212036	155	# 2025-03-24 やばい！　福田真琳
entry	12881699944	155	# 2025-01-08 楽しみに！　福田真琳

# ── スマイレージ サブメンバーの共同ブログ ──
# テーマが1つしかなく、4人が同じテーマに書いている。タイトルの署名で分ける。
# 名前が2つ出てくるときは「後ろにある方」を書き手とみなす(署名はふつう末尾のため)。
title	smileage-submember	竹内朱莉	95
title	smileage-submember	中西香菜	93
title	smileage-submember	勝田里奈	96
title	smileage-submember	田村芽実	97
title	smileage-submember	asami	95	# 竹内朱莉のローマ字署名
title	smileage-submember	kana	93	# 中西香菜
title	smileage-submember	rina	96	# 勝田里奈
title	smileage-submember	ri na	96	# 勝田里奈(間に空白)
title	smileage-submember	りな	96	# 勝田里奈
title	smileage-submember	meimi	97	# 田村芽実
# どの署名にも当たらない記事は、誰のものか決めない(空欄のまま)
default	smileage-submember	-

# ───────────────────────────────────────────────
# ここから下は 2026-09-23 に、グループブログのテーマ付け忘れを1件ずつ確認したもの
# （タイトルの署名で書き手を確かめた。ここに書いた記事だけの話で、他には一切使わない）

# ── テーマ全体が1人のもの ──
theme	beyooooonds-rfro/10107423101	165	# 前田こころ（3件とも）

# ── アンジュルム アメリカ（記事が多く、取り込みもまだ途中なので署名で分ける） ──
title	angerme-amerika	中西香菜	93
title	angerme-amerika	竹内朱莉	95
title	angerme-amerika	勝田里奈	96
title	angerme-amerika	田村芽実	97
default	angerme-amerika	-	# 署名が無い記事は書き手を決めない（書いているのはこの4人だけ）

# ── beyooooonds-chicatetsu ──
entry	12974068138	167	# 2026-07-28 まのゆな〜　西田汐里
entry	12971710910	168	# 2026-07-04 ほまちゃんとかき氷　江口紗耶
entry	12958993115	167	# 2026-03-07 春？西田汐里
entry	12898806824	164	# 2025-04-30 八木栞♡ 島倉りか
entry	12892608960	167	# 2025-04-04 いちご狩り　西田汐里
entry	12888186870	164	# 2025-02-28 クッション 島倉りか
entry	12887944833	164	# 2025-02-26 月刊偶像  島倉りか
entry	12881828152	167	# 2025-01-09 「あゝ君に転生」明日！西田汐里
entry	12869661535	164	# 2024-10-01 DVDみてね 島倉りか
entry	12858808454	164	# 2024-07-05 新紙幣いいなー 島倉りか
entry	12858559058	164	# 2024-07-03 KANさん 島倉りか
entry	12852342383	164	# 2024-05-15 60TRY部 島倉りか
entry	12850286534	164	# 2024-04-29 仙台！ 島倉りか
entry	12847349938	167	# 2024-04-06 ビヨフォニック2 西田汐里
entry	12842326024	168	# 2024-02-27 タケコプター！！！！　江口紗耶
entry	12833578963	164	# 2023-12-22 ギャルのお友達 島倉りか

# ── countrygirls ──
entry	12552846970	103	# 2019-12-04 pink 船木結
entry	12500356388	134	# 2019-08-01 東京納涼船2019/山木梨沙
entry	12487880554	134	# 2019-06-29 ごち/山木梨沙
entry	12463372909	136	# 2019-05-23 5月22日 啓太さんBDイベント 小関舞
entry	12456586647	134	# 2019-04-24 ViVi色やまき/山木梨沙
entry	12445115820	121	# 2019-03-07 ちぃちゃん♡ 梁川奈々美
entry	12438843262	121	# 2019-02-09 ヤングマガジンさん発売日！ 梁川奈々美
entry	12436205492	134	# 2019-01-28 終わったよおおおおお /山木梨沙
entry	12429495953	134	# 2018-12-30 チーク/山木梨沙

# ── juicejuice-official ──
entry	12978922607	128	# 2026-09-16 ♡エスカワ♡　　江端妃咲
entry	12976691894	133	# 2026-08-24 setlog 林仁愛
entry	12973683406	128	# 2026-07-24 ♡秋ツアー♡　江端妃咲
entry	12973398567	133	# 2026-07-21 メロ。 林仁愛
entry	12972235344	130	# 2026-07-09 気になる  石山咲良
entry	12970190514	129	# 2026-06-19 かわいい 入江里咲
entry	12967091779	127	# 2026-05-23 さすがに、、　有澤一華
entry	12966893891	131	# 2026-05-21 もあ！ 遠藤彩加里
entry	12962706943	131	# 2026-04-11 かみのけ♪ 遠藤彩加里
entry	12961770765	128	# 2026-04-02 ♡大切な日に♡     江端妃咲
entry	12954485100	131	# 2026-01-24 名古屋1日目！ 遠藤彩加里

# ── kobushi-factory ──
entry	12571035597	138	# 2020-01-29 いちご♡広瀬彩海
entry	12560442283	142	# 2019-12-17 しけってたらごめん。和田桜子
entry	12560441055	139	# 2019-12-17 タピる。野村みな美

# ── morningm-13ki ──
entry	12710209044	41	# 2021-11-14 えっとぉ⤴︎ 加賀楓
entry	12681800437	40	# 2021-06-20 父の日！ 横山玲奈
entry	12674906691	41	# 2021-05-16 てな。　加賀楓
entry	12643258013	42	# 2020-12-10 『宮本さん❤︎』森戸知沙希
entry	12641863171	42	# 2020-12-03 『メッセージ♡』森戸知沙希
entry	12630492290	42	# 2020-10-09 『辛ラーメン。』森戸知沙希
entry	12624248402	41	# 2020-09-11 よく寝ました。　加賀楓
entry	12611234715	41	# 2020-07-15 威嚇。　加賀楓
entry	12610366183	41	# 2020-07-11 Restart！　加賀楓
entry	12566830768	41	# 2020-01-13 成人の日。　加賀楓
entry	12561342913	40	# 2019-12-21 自分の人生は自分が主役なのよ 横山玲奈
entry	12550329568	40	# 2019-11-29 こっそり 横山玲奈
entry	12545950119	42	# 2019-11-16 『ちなみに私はロンT派。』森戸知沙希
entry	12524244020	42	# 2019-09-11 『なーーんだ。』森戸知沙希
entry	12513518005	40	# 2019-08-28 15期メンバー 横山玲奈
entry	12462951060	42	# 2019-05-21 『インスタ見てね！』森戸知沙希
entry	12446527085	40	# 2019-03-13 おわったー！ 横山玲奈
entry	12433454704	41	# 2019-01-16 ViVi！  加賀楓
entry	12426577500	40	# 2018-12-17 短いよ 横山玲奈
entry	12422351618	40	# 2018-11-29 うわぁぁあ!!! 横山玲奈
